ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
10001452,JE838174,5/29/2023 10:29,1544X N MAIN ST,0881,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,210,23,4,44,8,225850,2318198,2023,5/29/2023 10:29,41.819808,-87.414952
10001453,JE738222,11/4/2022 15:38,2533X N MAIN ST,1141,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,1320,6,33,36,11,224658,2318133,2022,11/4/2022 15:38,41.81335,-87.53413
10001454,JE276288,8/7/2015 11:42,7812X N MAIN ST,0432,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,TRUE,550,18,14,38,18,223671,2319479,2015,8/7/2015 11:42,41.94799,-87.63284
10001455,JE364201,7/25/2017 17:08,1453X N MAIN ST,0668,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,810,21,14,17,24,224001,2317488,2017,7/25/2017 17:08,,-87.599835
10001456,JE835157,9/28/2015 11:26,0168X N MAIN ST,1478,ROBBERY,ARMED: HANDGUN,OTHER,FALSE,TRUE,1700,24,1,17,2,224846,2318935,2015,9/28/2015 11:26,41.893505,-87.515324
10001457,JE993780,2/8/2018 15:59,2150X N MAIN ST,0367,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1370,12,9,14,8,224095,2318697,2018,2/8/2018 15:59,41.869753,-87.590469
10001458,JE451760,9/17/2023 17:48,0771X N MAIN ST,0933,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,600,1,44,8,12,223161,2318969,2023,9/17/2023 17:48,41.896925,-87.68381
10001459,JE740790,12/8/2019 22:29,8803X N MAIN ST,0559,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,TRUE,280,22,2,21,20,223908,2317965,2019,12/8/2019 22:29,41.796524,-87.609164
10001460,JE737658,9/9/2022 17:47,0670X N MAIN ST,1862,THEFT,RETAIL THEFT,SIDEWALK,FALSE,FALSE,1590,24,34,28,4,225128,2318380,2022,9/9/2022 17:47,41.838,-87.487141
10001461,JE170129,10/12/2017 21:53,6343X N MAIN ST,0902,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,FALSE,FALSE,1550,3,13,16,14,223981,2319380,2017,10/12/2017 21:53,41.938092,-87.601873
10001462,JE982308,2/11/2019 17:25,6444X N MAIN ST,1043,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,FALSE,FALSE,2340,2,25,30,23,222934,2318464,2019,2/11/2019 17:25,41.846408,-87.706551
10001463,JE163380,5/25/2021 8:32,4968X N MAIN ST,1290,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,2050,9,20,5,15,223999,2318932,2021,5/25/2021 8:32,41.893246,-87.600076
10001464,JE852122,3/15/2017 18:43,3682X N MAIN ST,1262,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,FALSE,120,10,42,49,6,223126,2318049,2017,3/15/2017 18:43,41.804957,-87.687394
10001465,JE192756,11/22/2016 19:24,4842X N MAIN ST,0400,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2110,14,43,18,24,223557,2317550,2016,11/22/2016 19:24,41.755093,-87.64429
10001466,JE812169,10/19/2022 17:20,8433X N MAIN ST,1841,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2360,2,35,64,20,223456,2318706,2022,10/19/2022 17:20,41.870661,-87.654388
10001467,JE859541,4/19/2023 14:39,5098X N MAIN ST,1958,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,FALSE,FALSE,310,22,39,74,22,223396,2318470,2023,4/19/2023 14:39,41.847032,-87.660362
10001468,JE855148,4/11/2021 8:21,4616X N MAIN ST,1043,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,570,12,43,8,12,225173,2318455,2021,4/11/2021 8:21,41.845509,-87.482661
10001469,JE181315,12/3/2017 16:12,1290X N MAIN ST,1546,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2270,22,34,64,13,223477,2319829,2017,12/3/2017 16:12,41.982993,-87.652232
10001470,JE823338,12/29/2017 21:23,9236X N MAIN ST,1482,THEFT,RETAIL THEFT,RETAIL STORE,FALSE,FALSE,940,15,26,,23,222842,2318844,2017,12/29/2017 21:23,41.884481,-87.715723
10001471,JE309052,1/3/2018 22:46,5907X N MAIN ST,0591,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1540,16,18,51,13,223314,2319692,2018,1/3/2018 22:46,41.969264,-87.668536
10001472,JE393975,8/21/2020 6:24,2073X N MAIN ST,0261,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,TRUE,FALSE,830,12,2,69,23,224119,2318914,2020,8/21/2020 6:24,41.891463,-87.58806
10001473,JE294369,12/7/2021 12:58,6539X N MAIN ST,1320,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,TRUE,2110,12,37,49,13,223923,2318690,2021,12/7/2021 12:58,41.869022,-87.607644
10001474,JE389599,4/7/2016 11:54,2240X N MAIN ST,0590,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,1930,19,8,35,6,224472,2319595,2016,4/7/2016 11:54,41.959515,-87.552775
10001475,JE359850,3/17/2018 22:03,2580X N MAIN ST,0950,CRIMINAL DAMAGE,TO VEHICLE,RESTAURANT,FALSE,FALSE,870,,21,40,7,223112,2319257,2018,3/17/2018 22:03,41.925739,-87.688789
10001476,JE336983,5/9/2021 19:26,1709X N MAIN ST,1958,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,140,1,35,16,16,223077,2318651,2021,5/9/2021 19:26,41.865176,-87.692288
10001477,JE865344,11/15/2016 10:09,8995X N MAIN ST,1014,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,PARKING LOT/GARAGE(NON.RESID.),TRUE,TRUE,2480,18,18,,6,224588,2319861,2016,11/15/2016 10:09,41.986186,-87.541181
10001478,JE630040,5/18/2022 23:17,7548X N MAIN ST,0631,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1840,21,44,64,2,223208,2319750,2022,5/18/2022 23:17,41.975073,-87.679114
10001479,JE825091,11/1/2016 13:55,8668X N MAIN ST,0941,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2340,24,10,,15,223933,2318620,2016,11/1/2016 13:55,41.862072,-87.606616
10001480,JE304450,10/28/2019 22:25,7669X N MAIN ST,0106,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2430,2,42,6,25,222607,2318240,2019,10/28/2019 22:25,41.824001,-87.739236
10001481,JE125780,9/16/2016 19:52,6021X N MAIN ST,0766,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1780,2,3,4,5,222171,2320028,2016,9/16/2016 19:52,42.002803,-87.782846
10001482,JE585610,3/7/2023 14:08,3193X N MAIN ST,0345,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,FALSE,FALSE,1640,10,15,74,23,224451,2318108,2023,3/7/2023 14:08,41.810851,-87.554805
10001483,JE618391,6/10/2017 2:48,2695X N MAIN ST,1960,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,TRUE,410,7,25,45,12,221811,2318586,2017,6/10/2017 2:48,41.858684,-87.818801
10001484,JE703574,5/20/2019 7:11,7941X N MAIN ST,1705,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,420,,24,46,22,222020,2317854,2019,5/20/2019 7:11,41.785437,-87.797958
10001485,JE337858,8/30/2016 2:10,3115X N MAIN ST,1930,BURGLARY,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1650,6,1,37,12,223909,2319547,2016,8/30/2016 2:10,41.954723,-87.60904
10001486,JE235478,10/7/2023 7:53,3714X N MAIN ST,0966,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1390,12,3,,13,224702,2320128,2023,10/7/2023 7:53,42.012848,-87.529798
10001487,JE926185,2/24/2020 13:02,1980X N MAIN ST,1665,THEFT,RETAIL THEFT,STREET,TRUE,FALSE,500,7,25,5,4,225358,2318192,2020,2/24/2020 13:02,41.819284,-87.464179
10001488,JE685394,6/12/2019 15:06,9179X N MAIN ST,1394,THEFT,OVER $500,STREET,FALSE,FALSE,1900,3,32,56,23,223800,2318555,2019,6/12/2019 15:06,41.855556,-87.61995
10001489,JE564116,11/23/2017 12:49,4304X N MAIN ST,0368,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",APARTMENT,FALSE,TRUE,2580,,45,20,5,224039,2318736,2017,11/23/2017 12:49,41.873626,-87.596004
10001490,JE366082,9/13/2020 15:01,2523X N MAIN ST,0808,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1810,24,37,20,23,224185,2318985,2020,9/13/2020 15:01,41.898598,-87.581456
10001491,JE524701,1/29/2022 17:55,0937X N MAIN ST,0872,ROBBERY,STRONGARM - NO WEAPON,RETAIL STORE,TRUE,FALSE,2370,20,22,28,12,224013,2319086,2022,1/29/2022 17:55,41.908605,-87.598635
10001492,JE937537,9/19/2017 14:53,4009X N MAIN ST,0236,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,390,18,4,35,13,223187,2316895,2017,9/19/2017 14:53,41.689513,-87.681295
10001493,JE340244,3/4/2016 23:52,9157X N MAIN ST,0724,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,1770,18,21,20,1,223945,2318369,2016,3/4/2016 23:52,41.836917,-87.605447
10001494,JE633429,9/9/2023 21:24,4700X N MAIN ST,1459,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,STREET,FALSE,FALSE,1560,24,31,47,13,223667,2318168,2023,9/9/2023 21:24,41.816835,-87.633252
10001495,JE696301,11/13/2023 16:30,1192X N MAIN ST,1736,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1700,22,5,48,3,223484,2319573,2023,11/13/2023 16:30,41.957313,-87.651513
10001496,JE445975,10/22/2015 8:04,7017X N MAIN ST,0656,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,TRUE,2480,22,6,74,24,224964,2318959,2015,10/22/2015 8:04,41.895947,-87.503551
10001497,JE943950,8/17/2021 1:20,3029X N MAIN ST,0223,CRIMINAL DAMAGE,TO PROPERTY,RETAIL STORE,FALSE,FALSE,100,5,2,,6,224181,2318791,2021,8/17/2021 1:20,41.879126,-87.581817
10001498,JE200761,3/3/2015 10:04,2228X N MAIN ST,1592,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,480,10,5,26,19,223604,2319697,2015,3/3/2015 10:04,41.969794,-87.639599
10001499,JE575952,12/15/2021 10:25,6652X N MAIN ST,0174,BATTERY,AGGRAVATED,OTHER,FALSE,FALSE,1430,16,14,10,6,223455,2318543,2021,12/15/2021 10:25,41.85431,-87.654438
10001500,JE238256,8/5/2017 10:05,7174X N MAIN ST,1435,CRIMINAL DAMAGE,TO VEHICLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2050,1,30,44,23,225210,2318658,2017,8/5/2017 10:05,41.865875,-87.478975
10001501,JE348755,12/21/2021 9:30,3408X N MAIN ST,1392,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,2400,23,45,40,7,222735,2318393,2021,12/21/2021 9:30,41.839366,-87.726425
10001502,JE637389,8/20/2023 22:24,9474X N MAIN ST,1404,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,690,4,10,6,6,223640,2317717,2023,8/20/2023 22:24,41.771765,-87.635919
10001503,JE385514,4/7/2015 21:49,4634X N MAIN ST,1253,THEFT,RETAIL THEFT,STREET,FALSE,FALSE,2140,10,31,1,23,223359,2320231,2015,4/7/2015 21:49,42.023173,-87.664088
10001504,JE620525,4/17/2021 23:29,6569X N MAIN ST,0709,THEFT,RETAIL THEFT,STREET,FALSE,FALSE,1610,15,20,12,14,224684,2318003,2021,4/17/2021 23:29,41.800328,-87.531568
10001505,JE999574,11/24/2018 8:27,5417X N MAIN ST,0167,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,FALSE,TRUE,720,12,21,29,16,224061,2318397,2018,11/24/2018 8:27,41.839799,-87.593852
10001506,JE586961,5/1/2019 14:17,7232X N MAIN ST,0261,THEFT,OVER $500,APARTMENT,FALSE,TRUE,1720,19,42,46,5,225636,2317733,2019,5/1/2019 14:17,41.773398,-87.436361
10001507,JE853942,8/8/2018 0:13,0131X N MAIN ST,0467,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,FALSE,FALSE,380,6,34,21,15,223965,2319097,2018,8/8/2018 0:13,41.909764,-87.603445
10001508,JE649999,5/12/2018 13:15,9169X N MAIN ST,1821,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,950,20,26,,10,226339,2317414,2018,5/12/2018 13:15,41.74145,-87.366031
10001509,JE881534,5/7/2018 12:21,3628X N MAIN ST,0729,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,2110,3,20,16,13,222136,2319658,2018,5/7/2018 12:21,41.965884,-87.786365
10001510,JE389184,9/28/2017 22:48,9476X N MAIN ST,1023,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1570,9,27,34,1,224263,2318789,2017,9/28/2017 22:48,41.87897,-87.573693
10001511,JE150063,5/16/2022 14:44,9721X N MAIN ST,0772,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,420,20,47,,24,222611,2318975,2022,5/16/2022 14:44,41.897593,-87.738821
10001512,JE204604,7/3/2022 10:52,4083X N MAIN ST,0422,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RETAIL STORE,FALSE,TRUE,120,25,37,58,5,222130,2318240,2022,7/3/2022 10:52,41.824035,-87.786958
10001513,JE992994,5/14/2020 23:48,8497X N MAIN ST,0812,THEFT,FROM BUILDING,STREET,FALSE,FALSE,1710,23,27,48,11,223075,2318869,2020,5/14/2020 23:48,41.886943,-87.692432
10001514,JE416430,9/21/2023 3:08,4558X N MAIN ST,1260,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,870,13,5,19,24,222528,2318616,2023,9/21/2023 3:08,41.861682,-87.747116
10001515,JE211816,4/23/2015 15:09,2235X N MAIN ST,1694,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,TRUE,1970,15,22,51,12,222575,2318095,2015,4/23/2015 15:09,41.809552,-87.742405
10001516,JE102429,2/18/2017 4:21,9100X N MAIN ST,0981,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,FALSE,FALSE,300,19,40,28,3,224132,2318653,2017,2/18/2017 4:21,41.865325,-87.586793
10001517,JE506728,5/7/2018 16:12,3626X N MAIN ST,0273,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2490,18,36,48,2,224260,2318817,2018,5/7/2018 16:12,41.881739,
10001518,JE135112,1/21/2017 0:12,4075X N MAIN ST,0499,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,RESIDENCE,FALSE,FALSE,840,6,17,53,7,222059,2318509,2017,1/21/2017 0:12,41.850961,-87.794055
10001519,JE628938,8/8/2017 18:42,6493X N MAIN ST,1700,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2220,1,3,71,26,221898,2319040,2017,8/8/2017 18:42,41.904057,-87.810186
10001520,JE499957,7/9/2018 16:45,9545X N MAIN ST,0202,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,FALSE,FALSE,2160,21,6,63,15,223366,2317840,2018,7/9/2018 16:45,41.784018,-87.66334
10001521,JE161284,12/15/2017 23:12,2543X N MAIN ST,0567,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,2120,12,4,21,6,224880,2318776,2017,12/15/2017 23:12,41.877655,-87.511949
10001522,JE888116,2/22/2018 17:27,5518X N MAIN ST,1594,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2460,25,11,26,7,222180,2318976,2018,2/22/2018 17:27,41.897637,-87.781913
10001523,JE240972,12/29/2021 18:50,5410X N MAIN ST,0921,THEFT,$500 AND UNDER,RETAIL STORE,TRUE,FALSE,370,7,14,2,8,223710,2319002,2021,12/29/2021 18:50,41.900227,-87.628944
10001524,JE802889,7/31/2019 17:29,7009X N MAIN ST,1704,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,2480,1,29,55,5,223092,2319810,2019,7/31/2019 17:29,41.98103,-87.690798
10001525,JE281991,11/23/2018 7:48,4555X N MAIN ST,1414,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,FALSE,FALSE,240,3,12,30,24,222522,2317530,2018,11/23/2018 7:48,41.753057,-87.747746
10001526,JE851555,6/20/2020 13:10,2160X N MAIN ST,0195,ASSAULT,AGGRAVATED: HANDGUN,OTHER,TRUE,TRUE,850,,5,75,26,225212,2318713,2020,6/20/2020 13:10,41.871314,-87.478789
10001527,JE271344,8/23/2023 20:01,2170X N MAIN ST,0699,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,FALSE,TRUE,1050,2,29,53,9,224594,2317307,2023,8/23/2023 20:01,41.730748,-87.540593
10001528,JE773388,3/8/2023 20:49,8114X N MAIN ST,0757,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1150,4,40,77,6,222980,2318173,2023,3/8/2023 20:49,41.817339,-87.701918
10001529,JE261571,1/13/2019 15:40,7687X N MAIN ST,1388,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,TRUE,TRUE,1390,3,12,,11,225898,2318912,2019,1/13/2019 15:40,41.891244,-87.410178
10001530,JE895082,7/23/2021 14:50,8746X N MAIN ST,0677,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2440,17,47,19,8,224173,2318838,2021,7/23/2021 14:50,,-87.582656
10001531,JE204574,1/23/2020 21:36,2130X N MAIN ST,0273,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,TRUE,220,4,34,59,17,222610,2318948,2020,1/23/2020 21:36,41.894863,-87.738963
10001532,JE802136,9/20/2022 21:35,1212X N MAIN ST,1030,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2300,16,19,,26,224323,2320086,2022,9/20/2022 21:35,42.008626,-87.567605
10001533,JE828178,9/10/2016 12:22,5816X N MAIN ST,0464,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1980,25,8,64,4,222814,2318707,2016,9/10/2016 12:22,41.870764,-87.718577
10001534,JE684640,7/9/2020 12:24,7445X N MAIN ST,0472,THEFT,OVER $500,STREET,TRUE,FALSE,1020,10,10,19,4,224248,2318476,2020,7/9/2020 12:24,41.84762,-87.575173
10001535,JE991286,8/5/2018 23:43,3152X N MAIN ST,1961,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,1980,,45,70,7,223410,2319388,2018,8/5/2018 23:43,41.938861,-87.658976
10001536,JE419535,5/22/2018 23:28,8229X N MAIN ST,1821,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1400,20,38,43,1,223105,2317270,2018,5/22/2018 23:28,41.727097,-87.689442
10001537,JE495861,11/11/2016 15:00,8315X N MAIN ST,1501,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,1660,25,21,25,26,224631,2317884,2016,11/11/2016 15:00,,-87.536859
10001538,JE765490,12/30/2021 19:44,3428X N MAIN ST,0427,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,1630,24,21,54,8,222480,2317522,2021,12/30/2021 19:44,41.752224,-87.751908
10001539,JE476116,8/1/2020 11:30,9294X N MAIN ST,0414,BATTERY,SIMPLE,APARTMENT,FALSE,TRUE,300,13,23,70,3,223600,2317163,2020,8/1/2020 11:30,41.716356,-87.639928
10001540,JE258239,4/24/2015 8:41,9708X N MAIN ST,0685,THEFT,OVER $500,SIDEWALK,FALSE,TRUE,920,25,27,28,2,221578,2317724,2015,4/24/2015 8:41,,-87.842168
10001541,JE557065,6/30/2023 16:42,4004X N MAIN ST,1048,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2170,5,42,53,6,224675,2319708,2023,6/30/2023 16:42,41.97085,-87.53249
10001542,JE179689,6/13/2022 17:48,5493X N MAIN ST,1458,ROBBERY,STRONGARM - NO WEAPON,OTHER,TRUE,FALSE,1410,1,42,71,11,223092,2318990,2022,6/13/2022 17:48,41.899077,-87.690794
10001543,JE145727,3/14/2016 2:14,4467X N MAIN ST,1275,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2270,8,46,21,3,224307,2319988,2016,3/14/2016 2:14,41.99883,-87.569239
10001544,JE490188,9/13/2016 8:06,4851X N MAIN ST,1147,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,2360,4,46,48,18,224907,2318669,2016,9/13/2016 8:06,41.866976,-87.50929
10001545,JE108845,9/5/2019 8:34,1704X N MAIN ST,1663,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1450,11,17,72,18,222174,2319746,2019,9/5/2019 8:34,41.974629,-87.782517
10001546,JE144648,6/5/2018 16:48,6362X N MAIN ST,0463,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1380,16,29,68,16,223021,2318475,2018,6/5/2018 16:48,41.847522,-87.69785
10001547,JE521240,9/2/2018 9:49,4617X N MAIN ST,1882,BATTERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,890,25,48,16,20,222336,2318442,2018,9/2/2018 9:49,41.844212,-87.766362
10001548,JE849584,4/28/2018 19:42,7146X N MAIN ST,1756,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,TRUE,290,7,12,3,10,222461,2318312,2018,4/28/2018 19:42,41.831279,-87.753835
10001549,JE395074,10/30/2016 12:39,7957X N MAIN ST,1146,BURGLARY,FORCIBLE ENTRY,STREET,FALSE,FALSE,1550,25,45,15,3,224433,2318276,2016,10/30/2016 12:39,41.827698,-87.556604
10001550,JE703316,9/20/2016 2:52,8632X N MAIN ST,0297,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,FALSE,FALSE,1410,23,13,15,24,222809,2317871,2016,9/20/2016 2:52,41.787126,-87.719083
10001551,JE840536,11/5/2019 15:27,0035X N MAIN ST,0227,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,2490,7,48,21,18,224085,2319176,2019,11/5/2019 15:27,41.917676,-87.591456
10001552,JE148667,2/11/2017 21:55,5352X N MAIN ST,1758,BATTERY,AGGRAVATED,APARTMENT,TRUE,FALSE,720,17,16,71,23,222656,2319896,2017,2/11/2017 21:55,41.98967,-87.734321
10001553,JE792044,9/23/2022 10:10,9250X N MAIN ST,1671,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,250,15,26,69,23,223365,2318904,2022,9/23/2022 10:10,41.890459,-87.663455
10001554,JE285923,6/25/2023 0:27,9107X N MAIN ST,1921,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2330,,40,50,22,222785,2317404,2023,6/25/2023 0:27,41.740406,-87.721414
10001555,JE630221,5/28/2017 18:52,5509X N MAIN ST,1400,MOTOR VEHICLE THEFT,AUTOMOBILE,RESTAURANT,FALSE,TRUE,1710,18,49,52,6,224738,2318170,2017,5/28/2017 18:52,41.817098,-87.52617
10001556,JE100860,11/13/2019 20:35,1219X N MAIN ST,0488,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1390,6,13,29,23,221913,2318408,2019,11/13/2019 20:35,41.840844,-87.808607
10001557,JE466296,1/23/2021 19:54,3062X N MAIN ST,1044,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1960,3,34,62,11,222548,2319326,2021,1/23/2021 19:54,41.932609,-87.745169
10001558,JE616956,11/8/2022 17:01,6319X N MAIN ST,0294,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,1180,25,41,48,19,225258,2319118,2022,11/8/2022 17:01,41.911869,-87.474112
10001559,JE359378,1/13/2021 10:33,1230X N MAIN ST,1372,THEFT,FROM BUILDING,SIDEWALK,FALSE,TRUE,1650,15,27,15,15,223384,2317130,2021,1/13/2021 10:33,41.713028,-87.661535
10001560,JE667298,12/14/2018 16:37,4898X N MAIN ST,0816,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,SIDEWALK,FALSE,FALSE,550,24,44,3,23,224657,2318917,2018,12/14/2018 16:37,41.891716,-87.534268
10001561,JE659799,5/20/2019 17:24,6300X N MAIN ST,1664,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2320,12,37,13,5,223729,2318257,2019,5/20/2019 17:24,41.825788,-87.627069
10001562,JE460110,12/1/2021 9:32,5344X N MAIN ST,0557,BATTERY,SIMPLE,STREET,FALSE,FALSE,1810,14,41,2,25,223619,2317208,2021,12/1/2021 9:32,41.720826,-87.638086
10001563,JE381141,7/13/2016 8:37,7786X N MAIN ST,0392,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1150,14,38,39,3,223749,2317152,2016,7/13/2016 8:37,41.715202,-87.625051
10001564,JE421906,6/12/2019 9:31,8160X N MAIN ST,0622,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",APARTMENT,FALSE,FALSE,1850,20,37,37,13,223594,2317901,2019,6/12/2019 9:31,41.790128,-87.640599
10001565,JE218011,3/3/2017 22:51,6734X N MAIN ST,1046,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,2240,15,34,44,7,224417,2319104,2017,3/3/2017 22:51,41.910437,-87.558213
10001566,JE378104,12/24/2020 5:06,4752X N MAIN ST,0747,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,TRUE,1640,6,43,66,26,224283,2319300,2020,12/24/2020 5:06,41.930054,-87.571622
10001567,JE271994,12/1/2016 19:07,6529X N MAIN ST,0385,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,200,,26,38,18,222877,2319026,2016,12/1/2016 19:07,41.902692,-87.712261
10001568,JE475987,2/7/2021 20:11,8522X N MAIN ST,0313,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,100,18,35,74,18,224684,2320268,2021,2/7/2021 20:11,42.026818,-87.531582
10001569,JE748915,6/18/2015 14:21,9749X N MAIN ST,1609,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,2230,24,7,71,12,223734,2318360,2015,6/18/2015 14:21,41.83605,-87.626559
10001570,JE113343,3/1/2015 18:09,0775X N MAIN ST,0101,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,1830,12,47,50,25,222897,2318681,2015,3/1/2015 18:09,41.868102,-87.710296
10001571,JE474799,9/24/2023 10:38,6348X N MAIN ST,0699,BURGLARY,FORCIBLE ENTRY,STREET,FALSE,TRUE,760,25,37,25,15,223837,2317907,2023,9/24/2023 10:38,41.79073,-87.616266
